,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id
165,1,20.127097,2,2,2309.872736,0,4,2,2,0,3,0,37.937299,1,1,1,2,1.0,1,1,0,5
166,0,14.226597,1,0,9519.228298,0,2,3,2,0,1,3,34.291387,1,2,0,2,1.0,0,1,0,5
167,0,4.695061,2,4,2286.524372,0,4,2,2,0,1,2,45.131385,1,1,0,2,1.0,1,1,0,5
168,1,12.667825,4,3,1061.002158,4,3,0,1,0,0,0,43.584041,1,1,1,3,1.0,1,1,0,5
169,0,11.59843,3,4,4039.348415,0,1,1,1,2,3,1,59.209177,1,1,1,2,1.0,1,1,0,5
170,0,19.832821,4,4,1770.091444,4,2,3,1,0,1,1,25.081788,1,1,1,1,1.0,1,1,0,5
171,0,38.269548,2,4,4272.475971,0,2,1,2,0,1,2,40.364342,1,1,1,2,1.0,0,1,0,5
172,3,48.480003,2,4,2483.580572,4,2,3,2,0,3,0,30.620976,1,1,0,1,1.0,0,0,0,5
173,3,19.033584,4,10,2998.474623,4,4,0,0,0,3,1,31.098246,1,0,1,2,2.0,1,1,0,5
174,0,9.874703,2,4,1195.647092,4,2,2,2,0,2,2,32.641397,1,0,0,2,1.0,1,1,0,5
175,0,5.67729,1,4,4678.52589,0,1,0,3,0,3,0,52.152708,0,1,0,2,1.0,1,1,0,5
176,3,25.40567,4,0,3252.350703,0,3,2,1,0,2,3,23.143248,1,2,1,1,1.0,0,1,0,5
177,3,19.679519,4,1,1571.826108,3,3,3,2,0,3,3,30.933722,1,0,3,2,2.0,1,1,0,5
178,1,7.885592,4,10,1907.567808,1,4,3,3,0,1,0,36.336128,1,1,3,1,1.0,0,1,0,5
179,3,31.557053,4,0,4152.060991,0,4,1,3,0,3,2,37.155223,2,1,1,2,1.0,0,1,0,5
180,0,25.603375,4,3,4316.256831,0,2,0,1,0,3,1,32.563675,1,1,1,2,1.0,0,1,0,5
181,3,18.631831,4,0,8204.859091,0,3,2,1,0,0,2,21.819939,1,1,0,2,1.0,0,1,0,5
182,1,12.220608,4,4,716.302109,4,4,3,2,0,1,3,38.421916,1,2,1,2,1.0,0,1,0,5
183,2,11.983286,2,7,1382.731133,0,3,3,2,0,2,0,34.529979,1,0,0,1,1.0,1,1,0,5
184,3,12.127659,0,3,811.029033,2,3,3,2,0,1,0,42.582281,1,1,0,2,1.0,1,1,0,5
185,1,12.085852,2,0,2517.708777,0,2,3,2,0,2,2,30.239997,1,1,0,2,1.0,0,1,0,5
186,3,24.258914,4,1,3326.104892,4,2,3,1,0,1,1,40.517137,0,1,2,1,1.0,1,0,0,5
187,0,11.965818,1,6,2157.943973,1,4,3,1,0,3,0,30.64858,1,1,1,2,1.0,1,1,0,5
188,3,12.431074,4,4,887.577646,0,4,1,2,0,1,1,40.300703,1,1,1,2,1.0,0,1,0,5
189,2,15.281803,3,1,2427.619312,3,2,2,2,0,1,2,28.967003,2,1,0,1,1.0,0,1,0,5
190,3,23.915473,2,1,1824.33264,0,2,3,0,0,3,3,42.891811,1,0,0,3,1.0,1,1,0,5
191,1,8.634352,4,4,2027.896248,0,1,0,2,0,0,0,27.432425,1,1,1,2,1.0,1,1,0,5
192,1,24.891324,2,3,3577.56825,1,3,0,2,0,3,2,23.538131,1,1,0,2,1.0,0,1,0,5
193,1,27.54538,4,1,3997.422023,4,3,1,1,0,1,3,32.758024,1,2,3,0,1.0,0,1,0,5
194,1,19.148066,2,4,402.556848,1,2,1,2,0,0,2,52.558164,1,1,0,2,1.0,1,1,0,5
195,3,26.904185,3,0,2115.229158,4,1,3,2,2,0,0,34.282651,1,0,0,3,1.0,1,1,0,5
196,0,17.890301,2,2,611.220514,0,3,2,2,0,2,2,24.314199,1,1,0,2,1.0,0,1,0,5
197,0,11.08571,2,4,1074.359561,1,4,0,1,0,3,1,32.085522,1,1,0,3,1.0,1,1,0,5
198,3,10.661774,4,10,1309.016211,4,4,1,1,0,3,2,53.101581,1,0,1,2,1.0,1,1,0,5
199,2,17.114765,2,4,914.365906,0,1,2,2,0,3,1,26.024323,1,0,0,3,1.0,1,1,0,5
200,0,6.478583,4,3,1686.908355,0,2,1,1,1,2,1,33.231711,1,1,1,2,1.0,0,1,0,5
201,3,36.725773,4,4,6477.125806,0,0,3,2,0,3,2,55.513815,1,1,1,2,1.0,0,1,0,5
202,3,6.763306,2,0,1373.109349,4,1,2,2,0,1,0,28.084478,1,1,0,1,1.0,1,1,0,5
203,2,11.964605,2,0,1919.13058,0,0,3,2,0,3,3,27.306577,1,2,0,0,2.0,0,1,0,5
204,3,12.147608,1,0,2098.38645,3,4,1,3,0,1,0,33.941092,0,1,0,3,1.0,1,1,0,5
205,3,24.315758,4,3,10281.536605,2,1,1,2,0,3,3,40.842461,1,2,1,1,1.0,0,1,0,5
206,3,15.135455,4,3,2293.931322,0,2,0,2,0,3,1,23.576715,1,1,1,1,1.0,0,1,0,5
207,0,17.522665,2,6,1048.758975,0,3,3,2,0,1,2,32.986258,1,1,0,1,1.0,0,1,0,5
208,3,9.202708,2,10,802.687184,3,4,1,1,0,3,2,39.694445,1,1,0,3,1.0,1,1,0,5
209,2,10.777391,0,3,1405.959254,3,2,3,2,2,2,0,44.44888,1,1,0,2,1.0,1,1,0,5
210,3,18.911147,4,6,4103.478363,2,2,0,2,0,1,3,27.75678,1,1,1,2,1.0,0,1,0,5
211,3,23.789865,2,0,3606.057846,3,2,1,2,0,3,3,33.977052,1,2,0,2,1.0,1,1,0,5
212,0,12.170895,2,6,1677.468972,2,0,1,0,0,3,2,52.493763,1,0,0,1,1.0,0,1,0,5
213,0,11.996003,2,1,858.849618,0,2,3,2,0,3,0,31.411723,0,1,1,3,2.0,1,1,0,5
214,3,8.930084,4,7,1325.77151,4,1,3,2,0,2,3,29.697795,1,1,0,1,1.0,0,1,0,5
215,3,12.060511,4,4,10848.237874,4,3,3,2,0,1,2,24.23047,1,1,2,2,1.0,0,1,0,5
216,1,23.321459,2,4,2254.238367,1,2,3,1,0,0,2,39.275988,1,1,0,1,1.0,0,1,0,5
217,3,50.176928,4,4,4848.753571,0,1,1,2,0,1,2,27.787205,1,1,1,2,2.0,0,1,0,5
218,3,8.855085,4,0,2175.736421,0,0,2,2,0,3,2,22.042142,1,1,1,2,2.0,0,1,0,5
219,3,26.1338,2,4,8035.922683,0,2,0,4,2,1,1,42.736403,1,1,0,2,2.0,0,1,0,5
220,1,13.668998,2,7,1177.836566,1,4,3,3,0,3,1,53.824313,1,1,0,2,1.0,0,1,0,5
221,2,15.966517,4,1,1443.35285,0,4,1,2,0,2,2,44.764516,1,1,0,2,1.0,0,1,0,5
222,3,24.575788,2,0,3008.229614,0,0,3,3,0,3,2,33.609478,1,0,0,3,1.0,1,1,0,5
223,3,8.328896,4,3,1821.213241,3,1,3,2,0,0,2,39.0951,1,1,0,2,1.0,0,1,0,5
224,3,7.311721,2,4,1492.829764,4,4,1,2,0,2,0,38.095715,1,0,0,1,1.0,1,1,0,5
225,0,23.688286,2,4,1555.234286,0,3,3,3,0,1,2,32.052134,1,1,0,1,1.0,0,1,0,5
226,0,55.079617,2,3,4712.246383,0,3,1,1,0,1,2,35.704097,0,1,0,2,1.0,0,1,0,5
227,1,24.887337,2,4,894.938617,4,1,1,1,0,0,3,29.36822,0,2,0,3,1.0,1,1,0,5
228,3,9.540351,4,4,2360.622401,0,2,2,2,0,1,2,23.081317,1,0,1,2,1.0,0,1,0,5
229,0,38.271423,2,4,11167.41966,0,3,3,1,0,2,1,33.651897,1,1,0,1,1.0,0,1,0,5
230,1,23.067671,2,0,10694.076535,0,0,1,2,0,3,3,59.460369,1,2,0,2,1.0,1,1,0,5
231,2,11.847707,2,0,436.710403,0,1,3,2,2,0,0,30.931189,0,1,1,1,1.0,0,1,0,5
232,2,16.577068,2,1,1488.803043,0,4,1,2,0,1,1,53.807372,1,1,1,2,1.0,1,1,0,5
233,0,47.019842,1,0,3807.25771,1,4,3,1,0,2,3,58.293968,0,2,0,3,2.0,0,1,0,5
234,1,35.553135,4,3,2614.020209,3,3,3,2,0,1,3,41.049555,1,2,1,2,1.0,1,1,0,5
235,2,29.334264,2,10,2671.533159,3,2,3,1,0,3,1,35.37488,1,1,0,1,1.0,0,1,0,5
236,2,15.09237,1,0,3500.781908,4,2,2,1,0,0,2,25.71999,0,1,1,2,1.0,1,1,0,5
237,1,12.825133,2,4,1397.130127,4,4,2,3,0,3,0,58.932437,1,0,0,0,1.0,1,0,0,5
238,3,11.983494,4,4,1712.375968,0,3,3,2,0,3,0,27.703393,1,1,1,2,1.0,0,1,0,5
239,3,25.445148,2,3,1724.363662,0,4,3,2,0,1,2,42.21653,1,1,0,2,1.0,0,1,0,5
240,0,12.244151,4,4,2438.007117,0,1,3,2,0,0,1,29.017641,2,1,1,2,2.0,0,1,0,5
241,3,12.252953,2,0,2373.95207,0,1,3,1,0,3,0,27.178938,1,1,0,1,1.0,0,1,0,5
242,3,12.870575,4,1,1001.51913,2,4,1,2,0,3,1,53.000694,1,1,0,2,1.0,0,1,0,5
243,3,25.045565,4,1,2160.780099,0,0,3,2,0,3,1,58.748969,1,0,1,3,2.0,1,1,0,5
244,2,24.051035,4,4,8519.81811,4,4,0,1,0,3,2,24.29262,1,1,1,2,1.0,0,1,0,5
245,1,52.58633,4,0,7695.987208,4,3,1,1,0,2,0,22.403346,1,1,1,3,1.0,1,1,0,5
246,0,24.307723,2,4,3994.380579,2,4,2,0,1,3,3,50.493204,1,1,1,3,1.0,1,1,0,5
247,0,9.18428,2,1,713.581565,0,1,3,2,0,0,1,26.508258,1,1,0,2,1.0,1,1,0,5
248,3,23.493888,1,1,1514.53671,0,2,3,1,0,1,0,42.43536,2,0,0,2,1.0,0,1,0,5
249,3,40.842717,2,6,4028.178779,4,3,3,3,0,1,2,23.84702,1,0,0,2,1.0,1,1,0,5
250,1,15.623244,4,0,1921.784674,1,2,1,2,0,3,0,35.017753,1,1,0,2,2.0,0,1,0,5
251,3,43.263519,1,0,2070.296669,0,0,3,2,0,2,3,38.210288,1,2,0,2,1.0,0,1,0,5
252,3,12.47974,2,4,1217.681025,3,3,3,2,0,0,2,32.515139,1,1,0,2,1.0,1,1,0,5
253,3,25.201956,4,10,1434.826397,0,1,3,1,0,1,1,41.160305,1,1,3,2,1.0,0,1,0,5
254,3,7.050366,2,0,913.367375,0,3,2,2,0,2,0,26.576632,1,1,0,2,1.0,1,1,0,5
255,3,16.799246,4,7,1413.97366,4,2,3,2,0,0,2,25.954762,1,1,1,3,2.0,1,1,0,5
256,0,40.216641,2,0,12930.558321,0,1,1,1,0,1,3,23.196479,1,2,0,2,1.0,1,1,0,5
257,3,25.381926,2,7,2501.124545,2,2,1,2,0,1,2,29.248906,1,1,0,2,2.0,0,1,0,5
258,3,25.413852,3,0,2405.63595,1,2,1,3,0,2,0,53.909516,1,1,1,2,1.0,0,1,0,5
259,1,9.528024,4,10,2167.873115,0,0,0,1,0,3,3,55.825328,1,1,2,2,1.0,0,1,0,5
260,0,11.643265,2,0,2464.183298,0,3,1,2,0,1,0,23.742224,1,1,0,2,1.0,0,1,0,5
261,1,52.071232,2,4,8776.377602,2,2,3,2,0,2,2,26.079986,1,1,0,2,1.0,0,1,0,5
262,0,18.567453,4,1,3144.174187,0,4,2,1,0,0,0,37.265494,1,1,1,2,1.0,0,1,0,5
263,0,6.754949,2,1,2362.120418,4,2,0,2,1,1,3,36.038786,1,2,0,3,1.0,1,1,0,5
264,0,18.584036,1,0,2691.128317,0,3,2,1,0,1,3,41.659869,0,2,0,2,1.0,1,1,0,5
265,2,17.430102,4,0,3644.433632,4,2,0,2,0,0,1,30.113922,1,1,2,1,1.0,0,0,0,5
266,2,23.370082,2,4,838.292213,1,1,1,0,0,2,1,47.188323,1,1,0,2,1.0,0,1,0,5
267,3,48.049698,1,3,1495.822619,1,0,0,2,0,1,1,30.641842,1,1,1,3,1.0,1,1,0,5
268,3,11.897483,2,4,2257.176632,0,2,2,2,0,3,0,29.223301,1,1,0,0,1.0,0,1,0,5
269,0,9.070029,4,1,1500.597433,0,4,1,2,0,3,2,37.108883,0,1,1,1,1.0,1,1,0,5
270,0,37.909428,0,10,3565.4831,4,2,2,2,0,2,0,39.333325,1,1,0,2,1.0,0,1,0,5
271,1,11.871967,4,3,795.141049,0,2,3,2,0,3,2,36.764714,0,1,1,2,1.0,1,1,0,5
272,0,26.825824,2,10,2012.499613,0,4,3,1,0,3,0,50.401154,1,1,0,3,1.0,1,1,0,5
273,0,8.727995,2,10,1648.864106,0,0,2,1,0,3,0,44.591757,0,1,0,3,1.0,1,1,0,5
274,3,22.412624,4,0,1165.659327,0,2,0,2,0,1,1,42.580772,1,1,1,2,2.0,0,1,0,5
275,1,11.651082,2,0,1836.923519,4,2,2,2,0,1,2,35.095788,1,1,0,2,1.0,1,1,0,5
276,1,17.109367,4,4,4019.249231,4,2,0,1,0,1,1,29.145292,1,1,0,2,1.0,1,1,0,5
277,3,12.162854,3,3,1331.543517,2,3,2,2,0,3,0,29.16279,2,1,0,2,1.0,0,1,0,5
278,3,24.51169,3,10,8807.717704,4,2,1,2,0,3,2,54.860238,1,1,0,2,1.0,0,1,0,5
279,1,23.236519,1,4,3487.063186,0,1,2,1,0,1,0,24.989516,1,1,1,1,1.0,0,1,0,5
280,3,23.603901,2,3,2652.67595,0,4,3,1,0,3,2,34.458579,1,1,0,2,1.0,0,1,0,5
281,1,11.829829,2,0,875.144456,2,4,3,1,1,3,1,28.22972,1,1,2,2,1.0,0,1,0,5
282,1,11.99524,4,3,2364.373782,0,3,2,3,0,1,2,29.350048,1,1,1,2,1.0,1,1,0,5
283,1,22.463693,2,5,8849.318628,4,4,1,2,1,3,3,39.389106,0,0,0,2,1.0,1,1,0,5
284,1,45.346229,2,4,1706.623452,0,2,2,1,1,2,2,28.212761,1,1,0,2,1.0,0,1,0,5
285,3,24.901478,2,4,1665.972737,0,4,3,2,0,1,2,60.441899,1,1,3,2,2.0,0,1,0,5
286,3,11.633232,2,4,2836.509653,0,4,3,2,0,3,2,48.486397,1,1,0,2,2.0,0,1,0,5
287,3,12.524547,2,3,796.436071,3,2,2,2,0,3,0,22.942484,1,0,0,2,1.0,1,1,0,5
288,0,7.509026,2,1,3187.370435,4,2,0,2,0,3,2,32.539776,1,1,0,1,2.0,0,1,0,5
289,3,9.241215,4,10,3956.71535,0,3,1,1,0,2,2,21.916283,0,1,1,2,1.0,1,1,0,5
290,0,11.894637,4,4,1376.031681,0,0,3,2,0,3,0,58.151151,1,1,0,3,1.0,1,1,0,5
291,0,33.646499,2,6,2432.609491,3,3,3,2,0,3,1,51.852282,0,1,0,2,1.0,0,1,0,5
292,3,10.237097,2,6,1484.484596,0,4,3,1,0,3,0,37.080254,1,1,0,2,1.0,0,0,0,5
293,3,25.098175,4,10,2258.116798,1,1,3,2,0,0,2,31.082255,1,1,0,2,2.0,1,1,0,5
294,1,16.547516,4,4,1437.09399,0,4,3,1,0,0,0,28.28752,1,1,1,3,1.0,1,1,0,5
295,1,18.323537,4,3,3467.454495,4,4,1,1,0,3,0,33.35758,0,1,1,2,1.0,0,1,0,5
296,1,15.539142,3,10,1229.126387,0,1,0,0,0,0,3,31.999765,1,1,1,2,1.0,1,1,0,5
297,1,6.924347,2,4,2138.40041,0,2,1,2,0,2,0,33.134005,1,1,0,1,1.0,0,1,0,5
298,1,18.864713,2,3,1239.695062,1,3,2,2,0,3,1,28.302072,1,1,0,2,1.0,0,1,0,5
299,1,9.567144,2,0,1485.815914,4,4,0,2,0,3,0,44.485629,2,0,1,2,1.0,0,1,0,5
300,3,24.100806,3,3,2750.73105,4,2,3,2,0,2,2,33.54616,1,1,1,2,1.0,0,1,0,5
301,2,17.949185,2,7,1348.896822,0,3,3,2,0,1,1,34.754899,0,1,0,1,1.0,0,1,0,5
302,3,12.295374,2,1,2247.506335,0,2,3,2,0,3,0,29.067938,1,1,0,2,2.0,0,1,0,5
303,2,16.577068,2,1,1488.803043,0,4,1,2,0,1,1,53.807372,1,1,1,2,1.0,1,1,0,5
304,2,24.445772,2,4,8973.113552,0,3,0,2,0,2,2,36.235397,0,1,0,1,1.0,0,1,0,5
305,3,23.457532,2,3,2513.870612,4,1,3,0,0,1,0,29.573266,1,0,0,1,1.0,0,1,0,5
306,1,17.617468,3,0,11656.738594,0,4,0,2,1,1,2,53.501962,1,1,1,2,1.0,1,1,0,5
307,3,20.062756,2,10,2328.789397,0,1,3,2,0,0,0,24.145249,0,1,0,1,1.0,0,1,0,5
308,1,30.324466,4,3,9576.215172,1,1,3,2,0,0,0,28.145745,1,1,1,2,1.0,0,1,0,5
309,1,12.30702,2,4,3801.118957,1,3,3,2,0,3,2,42.555067,1,1,0,2,2.0,1,1,0,5
310,1,41.337063,2,3,2445.298611,3,3,1,0,0,3,1,31.955628,1,0,0,2,1.0,0,1,0,5
311,3,11.604437,2,9,1470.19191,0,4,3,1,0,3,0,43.200137,0,1,0,2,1.0,1,1,0,5
312,0,25.240574,2,4,3751.360094,0,2,1,0,0,3,0,36.154245,1,0,0,2,1.0,1,1,0,5
313,3,24.277177,2,4,3831.465031,0,4,2,2,0,1,2,35.993851,0,0,0,2,1.0,0,1,0,5
314,3,13.175598,2,0,4420.284065,0,4,0,1,0,3,2,33.19145,1,1,0,3,1.0,1,1,0,5
315,3,19.250421,2,4,2214.852406,1,3,3,2,0,1,1,28.010642,2,1,0,3,1.0,1,1,0,5
316,0,24.832576,4,4,11697.637299,1,0,1,2,0,3,3,50.400102,1,1,1,0,2.0,0,1,0,5
317,3,17.706411,2,0,10800.031502,1,1,3,2,2,2,0,26.856376,1,1,0,2,2.0,0,1,0,5
318,1,21.201177,2,0,1716.095193,0,1,2,2,0,1,2,53.74118,1,1,0,1,1.0,0,1,0,5
319,1,12.33359,2,4,714.5357,3,0,3,2,0,3,2,64.906879,1,1,0,2,1.0,0,1,0,5
320,1,44.076152,2,0,6882.545107,1,3,1,1,0,1,2,35.281933,1,1,1,2,1.0,1,1,0,5
321,3,23.41733,2,7,1665.902995,3,4,2,1,0,1,0,36.997219,1,1,0,2,1.0,0,1,0,5
322,0,17.683194,4,0,1708.50992,0,3,3,2,0,3,0,19.666166,1,1,0,1,1.0,0,1,0,5
323,3,14.951553,0,3,3993.807866,1,0,3,2,0,2,1,38.571632,1,1,0,3,2.0,1,1,0,5
324,0,8.856809,2,0,3612.335757,0,1,0,2,0,3,2,60.935275,1,1,0,1,2.0,0,1,0,5
325,0,12.025258,2,10,656.885095,4,4,3,1,0,2,1,41.886847,2,1,1,2,1.0,0,1,0,5
326,1,46.170108,2,4,5171.030654,0,4,2,1,0,3,2,35.381781,1,0,0,2,1.0,0,1,0,5
327,3,25.40567,4,0,3252.350703,0,3,2,1,0,2,3,23.143248,1,2,1,1,1.0,0,1,0,5
328,1,12.222778,2,4,1256.335251,0,4,3,3,0,3,1,34.957116,1,0,0,2,1.0,1,1,0,5
329,3,8.468964,2,3,1135.862434,2,3,1,2,0,1,0,59.889744,1,1,0,2,1.0,0,1,0,5
330,3,46.285494,2,4,44.745074,0,1,3,0,0,1,1,31.516143,1,1,0,1,1.0,0,1,0,5
331,3,3.256295,3,5,609.448163,0,4,2,3,0,3,0,38.362231,1,0,1,0,1.0,0,1,0,5
332,1,6.117106,2,0,1131.797944,0,1,1,0,0,1,2,37.030328,0,0,0,1,1.0,0,1,0,5
333,0,42.370725,2,3,1037.495902,2,4,3,1,0,2,1,38.066478,1,1,0,2,2.0,0,1,0,5
334,1,19.69434,2,1,3688.896679,1,2,1,3,0,1,2,24.769933,0,1,0,1,1.0,1,1,0,5
335,3,9.136434,2,3,913.246763,0,1,3,1,0,0,1,21.595276,1,1,2,2,2.0,0,1,0,5
336,1,8.914909,4,3,2119.598268,0,3,1,3,0,3,1,35.127179,1,1,1,2,1.0,0,1,0,5
337,3,5.124548,2,0,3164.659604,4,2,0,1,0,3,2,48.71051,1,1,0,2,1.0,1,1,0,5
338,1,8.147016,4,0,2686.195405,0,2,2,1,0,1,1,46.688979,1,1,0,1,1.0,0,1,0,5
339,3,11.331842,2,0,1062.660163,2,0,3,2,0,3,1,61.17372,1,0,0,2,2.0,0,1,0,5
340,3,24.190545,2,4,10119.606904,0,2,1,2,0,1,3,36.739386,1,2,0,2,2.0,0,1,0,5
341,0,18.517995,4,4,4152.914207,0,4,2,2,0,2,1,31.662396,1,1,1,2,1.0,0,1,0,5
342,3,25.120585,4,4,2090.361267,0,2,3,2,0,1,0,32.178332,0,1,1,2,1.0,1,1,0,5
343,3,31.754119,2,10,5500.294855,2,2,3,2,0,0,2,27.214139,1,1,1,2,1.0,0,1,0,5
344,0,12.627287,2,10,3982.817726,0,2,2,1,0,1,3,35.963442,1,2,0,1,1.0,0,1,0,5
345,0,20.293522,2,0,4260.705426,0,2,0,2,0,1,0,63.146317,1,1,0,2,2.0,0,1,0,5
346,3,48.243888,3,1,6399.370373,1,3,0,2,0,1,3,33.945997,2,1,1,2,1.0,0,1,0,5
347,3,24.363278,2,1,2298.691237,1,3,3,2,0,2,0,34.743111,1,1,0,1,1.0,0,1,0,5
348,1,18.907224,4,3,1719.19548,3,2,3,1,0,2,0,42.813526,1,1,0,2,1.0,1,1,0,5
349,1,11.856266,2,3,630.988684,0,2,3,1,0,3,2,31.915373,1,1,0,2,1.0,1,1,0,5
350,0,24.939275,2,4,3832.78489,0,2,3,0,0,1,3,32.969151,1,2,0,2,1.0,1,1,0,5
351,1,37.810924,2,4,3777.561913,0,2,2,1,0,1,3,27.63716,1,2,0,2,1.0,1,0,0,5
352,0,7.690737,4,4,1667.204429,0,4,1,2,0,3,0,25.570448,1,1,1,2,1.0,1,1,0,5
353,1,12.309292,4,4,3538.89652,4,1,2,2,0,1,1,30.104628,1,1,1,1,1.0,1,1,0,5
354,3,41.436105,4,3,1485.967489,0,3,3,2,0,3,0,36.396148,1,1,0,1,1.0,1,1,0,5
355,0,12.028683,4,4,1971.575508,0,2,2,2,0,0,0,34.508334,0,1,1,2,2.0,0,1,0,5
356,3,16.337348,4,4,9662.84025,4,0,1,2,2,3,1,50.513982,1,0,1,3,1.0,1,1,0,5
357,1,19.856198,4,7,2417.897254,0,3,0,2,0,2,2,33.060083,0,1,1,2,2.0,0,1,0,5
358,1,22.265736,2,0,1184.208682,0,3,3,0,0,3,2,51.76953,0,1,0,2,2.0,1,1,0,5
359,2,16.992553,2,3,2633.36671,0,3,1,2,0,3,1,41.498336,1,1,0,2,1.0,0,1,0,5
360,1,24.017396,2,10,10513.723588,4,3,2,2,2,0,1,65.674256,1,1,0,2,1.0,0,1,0,5
361,3,8.116303,4,1,922.901305,0,3,1,3,0,3,0,23.7181,1,1,1,1,1.0,0,1,0,5
362,3,17.758326,2,1,1602.628397,4,2,3,1,0,3,2,35.09988,1,1,0,2,1.0,1,1,0,5
363,0,14.57383,2,1,2279.653342,0,2,3,2,0,3,3,22.335901,1,0,0,1,1.0,0,1,0,5
364,3,23.235781,2,3,7500.756907,0,3,0,1,0,2,1,23.628518,1,0,0,3,1.0,1,1,0,5
365,2,26.721418,4,0,3298.530396,0,2,2,1,0,1,1,23.914267,0,1,2,3,1.0,1,1,0,5
366,0,19.801676,0,4,1241.501191,0,1,3,2,0,3,1,40.614343,1,1,1,2,1.0,0,1,0,5
367,0,12.869484,2,10,808.58782,0,3,3,2,0,1,1,22.317378,1,0,1,2,1.0,0,1,0,5
368,1,6.669134,4,0,2813.361807,4,1,1,0,0,2,3,38.058677,1,2,1,0,1.0,0,0,0,5
369,1,51.683192,4,0,2995.153667,4,2,3,1,0,1,3,49.692823,1,2,0,1,1.0,0,1,0,5
370,1,49.229616,3,3,6990.127385,4,4,0,2,0,3,2,41.445703,1,1,0,2,1.0,1,1,0,5
371,2,12.134912,2,0,1155.04483,3,0,3,2,0,1,3,60.408806,0,2,0,0,1.0,1,1,0,5
372,2,49.370445,2,7,10678.83044,2,2,1,3,0,1,1,24.723639,0,0,0,2,1.0,0,1,0,5
373,0,16.903683,4,6,1154.540839,0,1,3,1,2,0,0,26.309213,1,1,0,2,1.0,1,1,0,5
374,1,11.908092,2,10,987.13052,0,2,3,2,0,3,1,41.888563,1,0,1,2,1.0,0,1,0,5
375,3,15.305069,2,4,3898.879112,0,0,2,1,0,3,2,24.369533,1,1,0,3,1.0,1,1,0,5
376,3,23.785916,2,0,1588.21717,2,4,3,2,0,2,1,36.726245,1,1,0,2,2.0,0,1,0,5
377,0,42.944044,2,3,13262.093718,4,3,2,1,0,3,3,27.488137,1,1,1,2,1.0,0,1,0,5
378,0,20.623158,4,0,2509.098752,0,2,3,0,0,0,2,25.319065,1,1,2,1,1.0,0,1,0,5
379,0,12.372787,2,3,557.264898,0,3,3,2,0,0,1,37.207725,1,0,0,2,1.0,1,1,0,5
380,3,12.146571,2,10,3660.82074,3,2,2,3,0,2,1,28.212047,1,0,0,1,1.0,0,1,0,5
381,1,23.933395,2,0,1593.493081,0,2,3,1,0,0,1,26.688304,1,1,0,3,1.0,1,1,0,5
382,3,16.830214,4,5,2276.833965,0,1,1,2,0,1,0,27.86346,1,1,0,2,1.0,0,1,0,5
383,0,24.626174,1,10,4416.561725,1,0,2,2,0,3,2,64.310722,0,0,1,0,1.0,0,1,0,5
384,0,6.230008,2,1,683.328672,0,3,0,3,0,3,0,21.739965,2,1,0,2,1.0,1,1,0,5
385,0,47.641895,2,3,8177.917123,0,4,1,2,0,2,1,32.877171,1,1,0,2,1.0,0,1,0,5
386,3,7.509816,2,0,1049.591765,1,4,2,3,0,3,2,33.55094,1,1,0,3,1.0,1,1,0,5
387,0,25.45286,1,3,4460.056015,0,4,2,0,2,3,0,53.955636,1,1,1,1,1.0,0,1,0,5
388,1,41.429243,4,4,3402.027146,0,4,3,2,0,1,1,54.524939,0,1,1,2,1.0,0,1,0,5
389,0,19.26446,4,1,8287.775851,0,0,1,2,0,1,2,27.27142,1,1,1,1,1.0,0,1,0,5
390,3,11.791588,2,4,1671.672981,0,2,1,2,0,0,2,28.150839,0,1,0,3,1.0,1,0,0,5
391,1,9.41208,2,3,1943.25832,1,4,3,2,0,3,0,54.392213,1,1,0,2,1.0,1,1,0,5
392,0,21.931209,2,0,2314.575045,0,2,3,2,0,0,0,26.276718,1,1,0,1,1.0,1,1,0,5
393,3,12.11235,2,4,2155.243628,4,2,3,2,0,3,2,49.036931,0,1,0,2,1.0,1,1,0,5
394,1,16.579566,2,0,1133.038386,0,4,3,2,0,3,2,22.378208,1,1,0,2,1.0,1,0,0,5
395,1,23.733946,4,1,1504.765034,0,1,3,2,0,2,3,52.850126,1,2,1,3,1.0,1,1,0,5
396,1,18.14035,3,4,2469.574395,0,2,3,0,0,3,2,40.942865,0,1,1,1,1.0,0,0,0,5
397,3,19.679519,4,1,1571.826108,3,3,3,2,0,3,3,30.933722,1,0,3,2,2.0,1,1,0,5
398,0,43.207569,4,1,13421.308658,0,4,1,1,0,1,1,52.124618,1,0,1,1,1.0,0,1,0,5
399,3,16.705997,2,3,1865.343113,2,2,3,2,0,3,0,33.016367,1,1,1,2,1.0,1,1,0,5
400,1,25.271264,2,0,5957.521028,1,4,0,2,0,2,3,34.439917,2,2,0,2,1.0,0,1,0,5
401,1,24.887337,2,4,894.938617,4,1,1,1,0,0,3,29.36822,0,2,0,3,1.0,1,1,0,5
402,0,49.253505,2,10,5347.08479,1,1,3,1,0,3,2,23.681815,1,0,0,2,1.0,1,1,0,5
403,3,24.428149,2,3,2200.011684,0,2,3,2,0,3,1,23.680421,1,1,3,2,1.0,0,1,0,5
404,1,11.347316,2,0,3541.564756,1,3,0,1,0,1,2,25.314423,1,1,0,2,1.0,0,1,0,5
